,Mkt-RF,SMB,HML,RF,Year,Month,Day,Date
20160531,-0.01,0.52,-0.37,0.001,2016,05,31,2016-05-31
20160601,0.2,0.65,-0.2,0.001,2016,06,01,2016-06-01
20160602,0.35,0.33,-0.58,0.001,2016,06,02,2016-06-02
20160603,-0.38,-0.16,-0.07,0.001,2016,06,03,2016-06-03
20160606,0.6,0.67,0.31,0.001,2016,06,06,2016-06-06
20160607,0.12,0.16,0.1,0.001,2016,06,07,2016-06-07
20160608,0.37,0.45,-0.09,0.001,2016,06,08,2016-06-08
20160609,-0.27,-0.4,-0.24,0.001,2016,06,09,2016-06-09
20160610,-1.05,-0.35,-0.18,0.001,2016,06,10,2016-06-10
20160613,-0.84,-0.35,0.12,0.001,2016,06,13,2016-06-13
20160614,-0.19,0.26,-0.72,0.001,2016,06,14,2016-06-14
20160615,-0.11,0.23,-0.03,0.001,2016,06,15,2016-06-15
20160616,0.24,-0.35,-0.45,0.001,2016,06,16,2016-06-16
20160617,-0.3,-0.11,0.95,0.001,2016,06,17,2016-06-17
20160620,0.71,0.62,0.02,0.001,2016,06,20,2016-06-20
20160621,0.21,-0.64,0.5,0.001,2016,06,21,2016-06-21
20160622,-0.2,-0.32,0.08,0.001,2016,06,22,2016-06-22
20160623,1.45,0.51,0.47,0.001,2016,06,23,2016-06-23
20160624,-3.7,0.16,-1.22,0.001,2016,06,24,2016-06-24
20160627,-2.07,-0.95,-0.72,0.001,2016,06,27,2016-06-27
20160628,1.76,-0.38,0.16,0.001,2016,06,28,2016-06-28
20160629,1.8,0.28,-0.03,0.001,2016,06,29,2016-06-29
20160630,1.42,0.35,0.42,0.001,2016,06,30,2016-06-30
20160701,0.24,0.52,-0.43,0.001,2016,07,01,2016-07-01
20160705,-0.85,-0.64,-1.37,0.001,2016,07,05,2016-07-05
20160706,0.62,0.17,-0.13,0.001,2016,07,06,2016-07-06
20160707,0.02,0.33,-0.18,0.001,2016,07,07,2016-07-07
20160708,1.6,0.92,0.32,0.001,2016,07,08,2016-07-08
20160711,0.43,0.6,0.27,0.001,2016,07,11,2016-07-11
20160712,0.75,0.62,0.99,0.001,2016,07,12,2016-07-12
20160713,-0.05,-0.52,0.49,0.001,2016,07,13,2016-07-13
20160714,0.51,-0.46,0.45,0.001,2016,07,14,2016-07-14
20160715,-0.05,0.3,0,0.001,2016,07,15,2016-07-15
20160718,0.25,-0.02,-0.15,0.001,2016,07,18,2016-07-18
20160719,-0.22,-0.65,0.04,0.001,2016,07,19,2016-07-19
20160720,0.48,0.45,-0.89,0.001,2016,07,20,2016-07-20
20160721,-0.38,-0.04,-0.04,0.001,2016,07,21,2016-07-21
20160722,0.48,0.26,-0.13,0.001,2016,07,22,2016-07-22
20160725,-0.27,-0.05,-0.23,0.001,2016,07,25,2016-07-25
20160726,0.13,0.58,0.54,0.001,2016,07,26,2016-07-26
20160727,-0.14,0.55,-0.43,0.001,2016,07,27,2016-07-27
20160728,0.18,-0.49,-0.33,0.001,2016,07,28,2016-07-28
20160729,0.17,-0.04,0.01,0.001,2016,07,29,2016-07-29
20160801,-0.16,0.19,-0.9,0.001,2016,08,01,2016-08-01
20160802,-0.7,-0.58,0.18,0.001,2016,08,02,2016-08-02
20160803,0.45,0.5,0.81,0.001,2016,08,03,2016-08-03
20160804,0.05,0.09,-0.39,0.001,2016,08,04,2016-08-04
20160805,0.93,0.39,0.99,0.001,2016,08,05,2016-08-05
20160808,-0.06,0.02,0.5,0.001,2016,08,08,2016-08-08
20160809,0.05,-0.03,-0.27,0.001,2016,08,09,2016-08-09
20160810,-0.29,-0.44,-0.18,0.001,2016,08,10,2016-08-10
20160811,0.54,0.14,0.03,0.001,2016,08,11,2016-08-11
20160812,-0.06,0.09,-0.17,0.001,2016,08,12,2016-08-12
20160815,0.39,0.75,0.39,0.001,2016,08,15,2016-08-15
20160816,-0.57,-0.27,0.59,0.001,2016,08,16,2016-08-16
20160817,0.12,-0.56,0.26,0.001,2016,08,17,2016-08-17
20160818,0.32,0.47,0.34,0.001,2016,08,18,2016-08-18
20160819,-0.11,0.1,-0.14,0.001,2016,08,19,2016-08-19
20160822,-0.02,0.26,-0.4,0.001,2016,08,22,2016-08-22
20160823,0.27,0.57,-0.02,0.001,2016,08,23,2016-08-23
20160824,-0.56,-0.49,0.37,0.001,2016,08,24,2016-08-24
20160825,-0.08,0.19,0.48,0.001,2016,08,25,2016-08-25
20160826,-0.15,0.13,-0.09,0.001,2016,08,26,2016-08-26
20160829,0.53,-0.08,0.34,0.001,2016,08,29,2016-08-29
20160830,-0.14,0.12,0.29,0.001,2016,08,30,2016-08-30
20160831,-0.24,-0.39,0.14,0.001,2016,08,31,2016-08-31
20160901,0.03,0.14,-0.5,0.001,2016,09,01,2016-09-01
20160902,0.53,0.4,0.35,0.001,2016,09,02,2016-09-02
20160906,0.26,0.09,-0.54,0.001,2016,09,06,2016-09-06
20160907,0.09,0.64,0.02,0.001,2016,09,07,2016-09-07
20160908,-0.18,-0.01,0.59,0.001,2016,09,08,2016-09-08
20160909,-2.47,-0.58,0.41,0.001,2016,09,09,2016-09-09
20160912,1.44,0.01,-0.45,0.001,2016,09,12,2016-09-12
20160913,-1.48,-0.24,-0.43,0.001,2016,09,13,2016-09-13
20160914,-0.08,0.11,-0.82,0.001,2016,09,14,2016-09-14
20160915,1.08,0.3,-0.31,0.001,2016,09,15,2016-09-15
20160916,-0.36,0.33,-0.45,0.001,2016,09,16,2016-09-16
20160919,0.05,0.43,0.14,0.001,2016,09,19,2016-09-19
20160920,-0.02,-0.24,-0.4,0.001,2016,09,20,2016-09-20
20160921,1.12,0.15,0.34,0.001,2016,09,21,2016-09-21
20160922,0.7,0.85,-0.06,0.001,2016,09,22,2016-09-22
20160923,-0.6,-0.1,-0.21,0.001,2016,09,23,2016-09-23
20160926,-0.88,-0.22,-0.35,0.001,2016,09,26,2016-09-26
20160927,0.64,-0.07,-0.5,0.001,2016,09,27,2016-09-27
20160928,0.56,0.2,1.11,0.001,2016,09,28,2016-09-28
20160929,-0.98,-0.41,0.51,0.001,2016,09,29,2016-09-29
20160930,0.88,0.38,0.34,0.001,2016,09,30,2016-09-30
20161003,-0.26,-0.03,-0.12,0.001,2016,10,03,2016-10-03
20161004,-0.46,0.03,0.15,0.001,2016,10,04,2016-10-04
20161005,0.58,0.29,0.8,0.001,2016,10,05,2016-10-05
20161006,-0.06,-0.26,0.28,0.001,2016,10,06,2016-10-06
20161007,-0.38,-0.51,0.2,0.001,2016,10,07,2016-10-07
20161010,0.52,0.56,0.05,0.001,2016,10,10,2016-10-10
20161011,-1.3,-0.59,0.43,0.001,2016,10,11,2016-10-11
20161012,0.06,-0.24,0.34,0.001,2016,10,12,2016-10-12
20161013,-0.42,-0.68,-0.63,0.001,2016,10,13,2016-10-13
20161014,0.01,-0.39,0.58,0.001,2016,10,14,2016-10-14
20161017,-0.29,-0.04,0.15,0.001,2016,10,17,2016-10-17
20161018,0.6,-0.17,0.05,0.001,2016,10,18,2016-10-18
20161019,0.25,0.04,0.94,0.001,2016,10,19,2016-10-19
20161020,-0.16,-0.03,-0.11,0.001,2016,10,20,2016-10-20
20161021,0.02,-0.14,-0.33,0.001,2016,10,21,2016-10-21
20161024,0.54,0.06,-0.19,0.001,2016,10,24,2016-10-24
20161025,-0.46,-0.59,0.24,0.001,2016,10,25,2016-10-25
20161026,-0.23,-0.84,0.7,0.001,2016,10,26,2016-10-26
20161027,-0.33,-0.96,0.56,0.001,2016,10,27,2016-10-27
20161028,-0.29,-0.1,0.08,0.001,2016,10,28,2016-10-28
20161031,0.02,0.06,0.1,0.001,2016,10,31,2016-10-31
20161101,-0.68,-0.38,0.2,0.001,2016,11,01,2016-11-01
20161102,-0.73,-0.65,0.25,0.001,2016,11,02,2016-11-02
20161103,-0.4,-0.46,1.05,0.001,2016,11,03,2016-11-03
20161104,-0.12,0.87,-0.44,0.001,2016,11,04,2016-11-04
20161107,2.23,0.19,-0.13,0.001,2016,11,07,2016-11-07
20161108,0.4,-0.08,-0.22,0.001,2016,11,08,2016-11-08
20161109,1.46,1.89,1.07,0.001,2016,11,09,2016-11-09
20161110,0.32,1.15,1.84,0.001,2016,11,10,2016-11-10
20161111,0.18,2.52,-0.02,0.001,2016,11,11,2016-11-11
20161114,0.21,0.64,1.41,0.001,2016,11,14,2016-11-14
20161115,0.8,-0.54,0.15,0.001,2016,11,15,2016-11-15
20161116,-0.12,0.3,-0.56,0.001,2016,11,16,2016-11-16
20161117,0.56,0.13,-0.15,0.001,2016,11,17,2016-11-17
20161118,-0.16,0.56,0.38,0.001,2016,11,18,2016-11-18
20161121,0.77,-0.26,0.06,0.001,2016,11,21,2016-11-21
20161122,0.31,0.56,0.53,0.001,2016,11,22,2016-11-22
20161123,0.16,0.5,0.19,0.001,2016,11,23,2016-11-23
20161125,0.4,-0.06,-0.29,0.001,2016,11,25,2016-11-25
20161128,-0.64,-0.75,0.09,0.001,2016,11,28,2016-11-28
20161129,0.11,-0.35,-0.05,0.001,2016,11,29,2016-11-29
20161130,-0.25,-0.39,2.21,0.001,2016,11,30,2016-11-30
20161201,-0.36,-0.64,2.03,0.001,2016,12,01,2016-12-01
20161202,0,0.04,-0.32,0.001,2016,12,02,2016-12-02
20161205,0.75,1.09,0.27,0.001,2016,12,05,2016-12-05
20161206,0.48,0.62,0.22,0.001,2016,12,06,2016-12-06
20161207,1.26,-0.6,0.48,0.001,2016,12,07,2016-12-07
20161208,0.36,1.15,0.61,0.001,2016,12,08,2016-12-08
20161209,0.46,-0.28,0.2,0.001,2016,12,09,2016-12-09
20161212,-0.3,-0.96,-0.13,0.001,2016,12,12,2016-12-12
20161213,0.6,-0.53,-0.26,0.001,2016,12,13,2016-12-13
20161214,-0.82,-0.37,-0.28,0.001,2016,12,14,2016-12-14
20161215,0.46,0.39,0.3,0.001,2016,12,15,2016-12-15
20161216,-0.22,0.07,-0.41,0.001,2016,12,16,2016-12-16
20161219,0.22,0.32,0.06,0.001,2016,12,19,2016-12-19
20161220,0.44,0.42,0.63,0.001,2016,12,20,2016-12-20
20161221,-0.24,-0.36,0.19,0.001,2016,12,21,2016-12-21
20161222,-0.3,-0.76,0.26,0.001,2016,12,22,2016-12-22
20161223,0.19,0.57,-0.5,0.001,2016,12,23,2016-12-23
20161227,0.27,0.21,0.14,0.001,2016,12,27,2016-12-27
20161228,-0.87,-0.27,0.09,0.001,2016,12,28,2016-12-28
20161229,-0.04,0.15,-0.33,0.001,2016,12,29,2016-12-29
20161230,-0.52,-0.11,0.2,0.001,2016,12,30,2016-12-30
20170103,0.83,-0.14,0.06,0.002,2017,01,03,2017-01-03
20170104,0.79,0.95,-0.16,0.002,2017,01,04,2017-01-04
20170105,-0.21,-0.89,-0.79,0.002,2017,01,05,2017-01-05
20170106,0.29,-0.66,-0.31,0.002,2017,01,06,2017-01-06
20170109,-0.37,-0.3,-1.03,0.002,2017,01,09,2017-01-09
20170110,0.16,0.89,0.43,0.002,2017,01,10,2017-01-10
20170111,0.31,-0.23,0.68,0.002,2017,01,11,2017-01-11
20170112,-0.3,-0.58,-0.87,0.002,2017,01,12,2017-01-12
20170113,0.29,0.61,-0.08,0.002,2017,01,13,2017-01-13
20170117,-0.49,-0.86,-0.64,0.002,2017,01,17,2017-01-17
20170118,0.24,0.18,0.24,0.002,2017,01,18,2017-01-18
20170119,-0.38,-0.5,-0.05,0.002,2017,01,19,2017-01-19
20170120,0.33,0.05,0.23,0.002,2017,01,20,2017-01-20
20170123,-0.29,-0.04,-0.33,0.002,2017,01,23,2017-01-23
20170124,0.83,0.71,0.81,0.002,2017,01,24,2017-01-24
20170125,0.84,0.17,0.43,0.002,2017,01,25,2017-01-25
20170126,-0.1,-0.62,0.41,0.002,2017,01,26,2017-01-26
20170127,-0.12,-0.01,-0.68,0.002,2017,01,27,2017-01-27
20170130,-0.68,-0.73,-0.46,0.002,2017,01,30,2017-01-30
20170131,0,0.88,-0.56,0.002,2017,01,31,2017-01-31
20170201,0.03,-0.08,0.04,0.002,2017,02,01,2017-02-01
20170202,-0.02,-0.24,-0.29,0.002,2017,02,02,2017-02-02
20170203,0.82,0.52,0.75,0.002,2017,02,03,2017-02-03
20170206,-0.27,-0.61,-0.19,0.002,2017,02,06,2017-02-06
20170207,-0.01,-0.3,-0.52,0.002,2017,02,07,2017-02-07
20170208,0.06,-0.24,-0.6,0.002,2017,02,08,2017-02-08
20170209,0.72,0.69,0.07,0.002,2017,02,09,2017-02-09
20170210,0.38,0.41,0.14,0.002,2017,02,10,2017-02-10
20170213,0.49,-0.32,0.33,0.002,2017,02,13,2017-02-13
20170214,0.45,-0.24,0.36,0.002,2017,02,14,2017-02-14
20170215,0.54,0.18,-0.43,0.002,2017,02,15,2017-02-15
20170216,-0.16,-0.22,0.01,0.002,2017,02,16,2017-02-16
20170217,0.2,0,-0.54,0.002,2017,02,17,2017-02-17
20170221,0.6,-0.01,0.13,0.002,2017,02,21,2017-02-21
20170222,-0.15,-0.38,0.1,0.002,2017,02,22,2017-02-22
20170223,-0.11,-0.66,0.25,0.002,2017,02,23,2017-02-23
20170224,0.15,0.04,-0.98,0.002,2017,02,24,2017-02-24
20170227,0.22,0.83,-0.33,0.002,2017,02,27,2017-02-27
20170228,-0.42,-1.38,0.16,0.002,2017,02,28,2017-02-28
20170301,1.47,0.42,0.77,0.001,2017,03,01,2017-03-01
20170302,-0.7,-0.52,-0.9,0.001,2017,03,02,2017-03-02
20170303,0.09,-0.22,0.14,0.001,2017,03,03,2017-03-03
20170306,-0.38,-0.35,-0.08,0.001,2017,03,06,2017-03-06
20170307,-0.36,-0.29,-0.06,0.001,2017,03,07,2017-03-07
20170308,-0.19,-0.12,-0.83,0.001,2017,03,08,2017-03-08
20170309,0.04,-0.47,-0.23,0.001,2017,03,09,2017-03-09
20170310,0.34,0.09,-0.48,0.001,2017,03,10,2017-03-10
20170313,0.13,0.32,-0.07,0.001,2017,03,13,2017-03-13
20170314,-0.36,-0.23,0,0.001,2017,03,14,2017-03-14
20170315,0.86,0.72,-0.46,0.001,2017,03,15,2017-03-15
20170316,-0.06,0.46,0.22,0.001,2017,03,16,2017-03-16
20170317,-0.08,0.64,-0.33,0.001,2017,03,17,2017-03-17
20170320,-0.25,-0.11,-0.72,0.001,2017,03,20,2017-03-20
20170321,-1.48,-1.34,-0.71,0.001,2017,03,21,2017-03-21
20170322,0.16,-0.29,-0.57,0.001,2017,03,22,2017-03-22
20170323,-0.03,0.69,0.49,0.001,2017,03,23,2017-03-23
20170324,-0.05,0.13,-0.21,0.001,2017,03,24,2017-03-24
20170327,-0.05,0.55,-0.49,0.001,2017,03,27,2017-03-27
20170328,0.72,-0.14,0.72,0.001,2017,03,28,2017-03-28
20170329,0.18,0.38,-0.09,0.001,2017,03,29,2017-03-29
20170330,0.36,0.34,0.92,0.001,2017,03,30,2017-03-30
20170331,-0.16,0.58,-0.32,0.001,2017,03,31,2017-03-31
20170403,-0.28,-1.11,-0.08,0.003,2017,04,03,2017-04-03
20170404,0.05,-0.23,0.32,0.003,2017,04,04,2017-04-04
20170405,-0.44,-0.8,-0.3,0.003,2017,04,05,2017-04-05
20170406,0.32,0.67,0.48,0.003,2017,04,06,2017-04-06
20170407,-0.08,0.12,-0.26,0.003,2017,04,07,2017-04-07
20170410,0.08,0.1,0.07,0.003,2017,04,10,2017-04-10
20170411,-0.05,0.8,0.23,0.003,2017,04,11,2017-04-11
20170412,-0.49,-0.84,-0.54,0.003,2017,04,12,2017-04-12
20170413,-0.75,-0.24,-0.81,0.003,2017,04,13,2017-04-13
20170417,0.89,0.25,0.24,0.003,2017,04,17,2017-04-17
20170418,-0.25,0.37,-0.19,0.003,2017,04,18,2017-04-18
20170419,-0.08,0.59,-0.44,0.003,2017,04,19,2017-04-19
20170420,0.83,0.54,0.26,0.003,2017,04,20,2017-04-20
20170421,-0.28,0.11,-0.15,0.003,2017,04,21,2017-04-21
20170424,1.18,0.19,0.5,0.003,2017,04,24,2017-04-24
20170425,0.65,0.37,-0.07,0.003,2017,04,25,2017-04-25
20170426,0.04,0.71,0.32,0.003,2017,04,26,2017-04-26
20170427,0.05,-0.13,-0.98,0.003,2017,04,27,2017-04-27
20170428,-0.3,-0.7,-0.61,0.003,2017,04,28,2017-04-28
20170501,0.21,0.26,-0.13,0.003,2017,05,01,2017-05-01
20170502,0.03,-0.47,-0.21,0.003,2017,05,02,2017-05-02
20170503,-0.19,-0.55,0.22,0.003,2017,05,03,2017-05-03
20170504,0.02,-0.06,-0.36,0.003,2017,05,04,2017-05-04
20170505,0.46,0.07,0,0.003,2017,05,05,2017-05-05
20170508,-0.04,-0.25,0.26,0.003,2017,05,08,2017-05-08
20170509,-0.05,0.5,-0.81,0.003,2017,05,09,2017-05-09
20170510,0.2,0.19,0.03,0.003,2017,05,10,2017-05-10
20170511,-0.26,-0.39,-0.15,0.003,2017,05,11,2017-05-11
20170512,-0.18,-0.3,-0.61,0.003,2017,05,12,2017-05-12
20170515,0.53,0.25,0.2,0.003,2017,05,15,2017-05-15
20170516,-0.03,0.14,-0.09,0.003,2017,05,16,2017-05-16
20170517,-1.97,-0.86,-0.6,0.003,2017,05,17,2017-05-17
20170518,0.4,0.05,-0.39,0.003,2017,05,18,2017-05-18
20170519,0.7,-0.37,0.4,0.003,2017,05,19,2017-05-19
20170522,0.56,0.28,-0.3,0.003,2017,05,22,2017-05-22
20170523,0.18,-0.1,0.65,0.003,2017,05,23,2017-05-23
20170524,0.24,-0.12,-0.46,0.003,2017,05,24,2017-05-24
20170525,0.42,-0.28,-0.75,0.003,2017,05,25,2017-05-25
20170526,0.06,-0.04,0.1,0.003,2017,05,26,2017-05-26
20170530,-0.19,-0.49,-0.34,0.003,2017,05,30,2017-05-30
20170531,-0.02,0.04,-0.53,0.003,2017,05,31,2017-05-31
20170601,0.95,1.01,0.04,0.003,2017,06,01,2017-06-01
20170602,0.35,0.58,-0.76,0.003,2017,06,02,2017-06-02
20170605,-0.17,-0.47,-0.03,0.003,2017,06,05,2017-06-05
20170606,-0.28,0.09,-0.03,0.003,2017,06,06,2017-06-06
20170607,0.15,-0.17,-0.04,0.003,2017,06,07,2017-06-07
20170608,0.18,1.15,0.93,0.003,2017,06,08,2017-06-08
20170609,-0.12,0.05,2.44,0.003,2017,06,09,2017-06-09
20170612,-0.11,-0.25,0.34,0.003,2017,06,12,2017-06-12
20170613,0.55,0.09,-0.14,0.003,2017,06,13,2017-06-13
20170614,-0.17,-0.47,-0.52,0.003,2017,06,14,2017-06-14
20170615,-0.3,-0.24,-0.11,0.003,2017,06,15,2017-06-15
20170616,-0.03,-0.22,-0.15,0.003,2017,06,16,2017-06-16
20170619,0.86,0.11,-0.75,0.003,2017,06,19,2017-06-19
20170620,-0.73,-0.41,-0.48,0.003,2017,06,20,2017-06-20
20170621,-0.07,-0.06,-1.67,0.003,2017,06,21,2017-06-21
20170622,0.02,0.51,-0.4,0.003,2017,06,22,2017-06-22
20170623,0.24,0.83,-0.48,0.003,2017,06,23,2017-06-23
20170626,0.04,-0.03,0.7,0.003,2017,06,26,2017-06-26
20170627,-0.85,-0.39,1.34,0.003,2017,06,27,2017-06-27
20170628,1.02,0.75,0.21,0.003,2017,06,28,2017-06-28
20170629,-0.83,-0.13,1.37,0.003,2017,06,29,2017-06-29
20170630,0.14,-0.08,-0.29,0.003,2017,06,30,2017-06-30
20170703,0.24,0.36,1.21,0.004,2017,07,03,2017-07-03
20170705,0.12,-0.68,-0.58,0.004,2017,07,05,2017-07-05
20170706,-0.95,-0.5,0.12,0.004,2017,07,06,2017-07-06
20170707,0.7,0.42,-0.41,0.004,2017,07,07,2017-07-07
20170710,0.05,-0.45,-0.08,0.004,2017,07,10,2017-07-10
20170711,0,0.36,-0.55,0.004,2017,07,11,2017-07-11
20170712,0.72,0.12,-0.53,0.004,2017,07,12,2017-07-12
20170713,0.17,-0.08,0.39,0.004,2017,07,13,2017-07-13
20170714,0.42,-0.13,-0.52,0.004,2017,07,14,2017-07-14
20170717,0,0.21,0.1,0.004,2017,07,17,2017-07-17
20170718,0.04,-0.3,-0.31,0.004,2017,07,18,2017-07-18
20170719,0.59,0.51,0.03,0.004,2017,07,19,2017-07-19
20170720,-0.01,0.06,-0.04,0.004,2017,07,20,2017-07-20
20170721,-0.08,-0.41,-0.24,0.004,2017,07,21,2017-07-21
20170724,-0.03,0.1,-0.19,0.004,2017,07,24,2017-07-24
20170725,0.38,0.36,0.96,0.004,2017,07,25,2017-07-25
20170726,-0.06,-0.36,-0.77,0.004,2017,07,26,2017-07-26
20170727,-0.14,-0.64,0.44,0.004,2017,07,27,2017-07-27
20170728,-0.17,-0.04,0.26,0.004,2017,07,28,2017-07-28
20170731,-0.11,-0.37,0.43,0.004,2017,07,31,2017-07-31
20170801,0.24,-0.18,0.14,0.004,2017,08,01,2017-08-01
20170802,-0.08,-1.18,0.14,0.004,2017,08,02,2017-08-02
20170803,-0.21,-0.35,-0.33,0.004,2017,08,03,2017-08-03
20170804,0.25,0.32,0.39,0.004,2017,08,04,2017-08-04
20170807,0.16,-0.1,-0.58,0.004,2017,08,07,2017-08-07
20170808,-0.24,-0.07,0.24,0.004,2017,08,08,2017-08-08
20170809,-0.14,-0.77,-0.07,0.004,2017,08,09,2017-08-09
20170810,-1.49,-0.3,0.27,0.004,2017,08,10,2017-08-10
20170811,0.19,0.23,-0.87,0.004,2017,08,11,2017-08-11
20170814,1.03,0.3,0.13,0.004,2017,08,14,2017-08-14
20170815,-0.11,-0.86,-0.03,0.004,2017,08,15,2017-08-15
20170816,0.18,-0.13,-0.44,0.004,2017,08,16,2017-08-16
20170817,-1.6,-0.17,-0.17,0.004,2017,08,17,2017-08-17
20170818,-0.15,0.12,0.24,0.004,2017,08,18,2017-08-18
20170821,0.06,-0.24,-0.22,0.004,2017,08,21,2017-08-21
20170822,1.06,-0.02,-0.24,0.004,2017,08,22,2017-08-22
20170823,-0.33,0.09,0.41,0.004,2017,08,23,2017-08-23
20170824,-0.14,0.59,0.17,0.004,2017,08,24,2017-08-24
20170825,0.18,0.12,0.56,0.004,2017,08,25,2017-08-25
20170828,0.08,0.35,-0.73,0.004,2017,08,28,2017-08-28
20170829,0.1,0.13,-0.38,0.004,2017,08,29,2017-08-29
20170830,0.53,0,-0.31,0.004,2017,08,30,2017-08-30
20170831,0.62,0.48,-0.43,0.004,2017,08,31,2017-08-31
20170901,0.27,0.41,0.41,0.005,2017,09,01,2017-09-01
20170905,-0.81,0.07,-0.98,0.005,2017,09,05,2017-09-05
20170906,0.28,-0.06,0.12,0.005,2017,09,06,2017-09-06
20170907,-0.07,0.13,-0.92,0.005,2017,09,07,2017-09-07
20170908,-0.16,0.03,0.38,0.005,2017,09,08,2017-09-08
20170911,1.08,-0.11,0.64,0.005,2017,09,11,2017-09-11
20170912,0.44,0.23,0.72,0.005,2017,09,12,2017-09-12
20170913,0.11,0.28,0.33,0.005,2017,09,13,2017-09-13
20170914,-0.12,-0.03,-0.06,0.005,2017,09,14,2017-09-14
20170915,0.19,0.29,0.14,0.005,2017,09,15,2017-09-15
20170918,0.24,0.39,0.21,0.005,2017,09,18,2017-09-18
20170919,0.15,-0.29,0.39,0.005,2017,09,19,2017-09-19
20170920,0.16,0.22,0.49,0.005,2017,09,20,2017-09-20
20170921,-0.28,0.1,0.37,0.005,2017,09,21,2017-09-21
20170922,0.12,0.44,0.12,0.005,2017,09,22,2017-09-22
20170925,-0.25,0.32,0.6,0.005,2017,09,25,2017-09-25
20170926,0.05,0.4,0.17,0.005,2017,09,26,2017-09-26
20170927,0.63,1.4,0.23,0.005,2017,09,27,2017-09-27
20170928,0.13,0.18,-0.04,0.005,2017,09,28,2017-09-28
20170929,0.35,-0.14,-0.26,0.005,2017,09,29,2017-09-29
20171002,0.5,0.85,0.13,0.004,2017,10,02,2017-10-02
20171003,0.26,-0.03,-0.04,0.004,2017,10,03,2017-10-03
20171004,0.05,-0.27,-0.45,0.004,2017,10,04,2017-10-04
20171005,0.55,-0.33,0.38,0.004,2017,10,05,2017-10-05
20171006,-0.08,-0.07,-0.26,0.004,2017,10,06,2017-10-06
20171009,-0.22,-0.28,0,0.004,2017,10,09,2017-10-09
20171010,0.24,-0.01,0.43,0.004,2017,10,10,2017-10-10
20171011,0.16,-0.19,-0.19,0.004,2017,10,11,2017-10-11
20171012,-0.18,0.03,-0.52,0.004,2017,10,12,2017-10-12
20171013,0.04,-0.26,0.1,0.004,2017,10,13,2017-10-13
20171016,0.17,-0.3,0.33,0.004,2017,10,16,2017-10-16
20171017,0.01,-0.33,-0.3,0.004,2017,10,17,2017-10-17
20171018,0.14,0.29,0.22,0.004,2017,10,18,2017-10-18
20171019,0.02,-0.39,0.17,0.004,2017,10,19,2017-10-19
20171020,0.57,-0.09,0.27,0.004,2017,10,20,2017-10-20
20171023,-0.45,-0.44,0.18,0.004,2017,10,23,2017-10-23
20171024,0.2,-0.19,0.5,0.004,2017,10,24,2017-10-24
20171025,-0.51,0.02,0.16,0.004,2017,10,25,2017-10-25
20171026,0.2,0.04,0.3,0.004,2017,10,26,2017-10-26
20171027,0.82,-0.01,-0.96,0.004,2017,10,27,2017-10-27
20171030,-0.46,-0.81,-0.04,0.004,2017,10,30,2017-10-30
20171031,0.23,0.84,-0.24,0.004,2017,10,31,2017-10-31
20171101,0.05,-0.79,0.08,0.004,2017,11,01,2017-11-01
20171102,0.06,-0.02,0.5,0.004,2017,11,02,2017-11-02
20171103,0.31,-0.44,-0.72,0.004,2017,11,03,2017-11-03
20171106,0.06,0.23,0.2,0.004,2017,11,06,2017-11-06
20171107,-0.2,-1.37,-0.41,0.004,2017,11,07,2017-11-07
20171108,0.12,0.04,-0.59,0.004,2017,11,08,2017-11-08
20171109,-0.41,-0.03,0.24,0.004,2017,11,09,2017-11-09
20171110,0.01,0.07,-0.42,0.004,2017,11,10,2017-11-10
20171113,0.09,-0.3,0.09,0.004,2017,11,13,2017-11-13
20171114,-0.22,-0.12,0.01,0.004,2017,11,14,2017-11-14
20171115,-0.52,-0.04,0.23,0.004,2017,11,15,2017-11-15
20171116,1.01,0.85,-0.54,0.004,2017,11,16,2017-11-16
20171117,-0.14,0.75,0.29,0.004,2017,11,17,2017-11-17
20171120,0.21,0.56,0.02,0.004,2017,11,20,2017-11-20
20171121,0.67,0.42,-0.33,0.004,2017,11,21,2017-11-21
20171122,-0.05,0.1,-0.07,0.004,2017,11,22,2017-11-22
20171124,0.21,0.02,-0.43,0.004,2017,11,24,2017-11-24
20171127,-0.06,-0.37,0.01,0.004,2017,11,27,2017-11-27
20171128,1.06,0.39,0.87,0.004,2017,11,28,2017-11-28
20171129,0.02,0.08,1.5,0.004,2017,11,29,2017-11-29
20171130,0.82,-0.56,-0.51,0.004,2017,11,30,2017-11-30
20171201,-0.22,-0.36,0.38,0.004,2017,12,01,2017-12-01
20171204,-0.1,-0.33,1.23,0.004,2017,12,04,2017-12-04
20171205,-0.43,-0.46,-0.23,0.004,2017,12,05,2017-12-05
20171206,-0.09,-0.46,-0.53,0.004,2017,12,06,2017-12-06
20171207,0.42,0.26,-0.2,0.004,2017,12,07,2017-12-07
20171208,0.51,-0.46,-0.13,0.004,2017,12,08,2017-12-08
20171211,0.26,-0.44,-0.19,0.004,2017,12,11,2017-12-11
20171212,0.07,-0.52,0.5,0.004,2017,12,12,2017-12-12
20171213,0.02,0.72,-0.89,0.004,2017,12,13,2017-12-13
20171214,-0.47,-0.7,-0.22,0.004,2017,12,14,2017-12-14
20171215,0.92,0.69,0.05,0.004,2017,12,15,2017-12-15
20171218,0.67,0.74,0.27,0.004,2017,12,18,2017-12-18
20171219,-0.3,-0.37,-0.24,0.004,2017,12,19,2017-12-19
